ID,animal_and_children,resedent_name,series_build,lift,bathroom
272701749,0,0,1,0,1
271204399,0,0,0,1,0
274879736,3,0,0,1,2
271827359,0,1,0,0,0
256631941,3,0,1,1,2
272917777,0,1,0,1,2
252536547,3,0,0,1,2
274434108,1,1,0,4,2
272559990,0,1,0,0,0
269465572,0,1,0,1,2
263779667,0,0,1,1,2
272128059,3,0,0,1,2
224335583,3,0,0,0,3
271627634,0,1,0,0,0
274700592,0,1,0,1,2
273231375,0,0,0,0,0
271586905,0,1,0,0,0
274315960,1,0,0,0,0
272845144,0,1,0,0,0
274743086,3,1,0,4,3
271776317,3,1,0,1,2
267884643,1,0,0,2,3
274252226,3,1,0,1,4
273970263,0,0,0,1,2
269515978,1,0,1,1,2
267915862,3,0,0,1,4
273687210,3,0,0,1,3
274009456,0,0,0,1,1
274723871,1,0,0,2,1
274548003,3,0,0,2,1
229808794,0,1,0,4,1
274903280,1,0,0,2,0
271439388,3,0,0,1,1
273474991,3,0,0,2,1
274135582,3,0,0,1,1
274880892,3,0,0,0,1
271716464,0,0,0,1,0
271249218,1,0,0,1,1
274012210,1,0,0,1,1
269317588,0,1,0,4,2
273650910,3,0,0,1,1
273823802,3,0,0,2,1
272821193,3,0,0,1,1
274103646,3,0,0,1,2
236632140,0,1,0,4,2
274478078,1,0,0,1,1
272710931,0,0,0,0,1
272047599,3,0,0,1,1
273235893,1,0,0,1,2
271487126,3,0,0,1,2
236952590,1,0,0,1,2
267882068,1,0,0,2,2
271577440,3,1,0,2,1
273795577,3,1,0,2,2
271764581,1,0,0,1,2
274744370,3,0,0,2,2
274442273,0,0,0,1,2
273689040,3,0,0,2,2
274455073,3,0,0,1,3
272262503,3,1,0,1,1
267127816,0,1,0,2,2
274999073,3,0,0,1,2
273894772,0,0,0,1,2
274085397,0,0,0,1,2
269357269,1,1,0,1,2
273906122,1,1,0,2,2
241709509,0,0,0,1,2
267357413,0,0,0,0,0
268872145,3,0,0,1,3
272718014,0,1,0,1,4
274095176,3,0,0,1,3
272406227,0,0,0,1,3
269938440,3,1,0,0,2
265972115,0,1,0,1,2
272294030,3,0,0,1,4
271917911,3,1,0,5,3
272096512,1,1,0,1,2
271453191,3,0,0,2,2
259213637,0,1,0,2,2
271066176,3,0,0,1,3
274431441,3,0,0,1,3
274751643,3,1,0,4,2
272470364,3,0,0,3,2
271499362,1,1,0,4,3
265591858,1,1,0,4,2
267743247,3,0,0,1,4
270598847,3,0,0,1,2
271983799,1,0,0,1,3
274686779,1,0,0,2,1
274862000,3,0,0,1,1
274747534,1,1,0,1,1
273551383,3,1,0,2,1
273693111,1,1,0,3,2
273510895,1,0,0,2,1
265111957,1,0,0,3,1
267761830,1,1,0,2,1
271601843,1,1,0,2,1
275004836,0,0,0,0,1
273907511,3,0,0,2,1
235355662,0,1,0,2,1
268903569,1,1,1,4,2
274794055,1,1,0,0,1
274455296,1,0,0,2,1
274838267,0,0,0,2,1
274905945,1,0,0,3,0
273089522,1,0,0,0,1
272169225,1,0,0,2,1
274177400,1,0,0,3,1
273379337,0,0,0,3,0
274164058,3,0,0,0,1
273764363,1,1,0,2,1
274173656,0,0,0,2,1
274063411,0,0,0,3,1
236543080,3,0,0,2,1
256888072,0,1,0,3,1
271083068,0,1,0,3,1
274622371,3,0,0,2,1
274917579,1,0,0,2,1
274922675,1,0,0,3,1
274482454,1,1,0,2,1
274099537,1,1,0,2,1
167911714,0,0,0,2,1
274632558,1,0,0,2,1
273080406,0,0,0,2,1
273202959,1,0,0,2,0
270816267,1,1,0,2,1
274580039,0,0,0,0,1
274945662,0,0,0,2,1
228335421,3,0,0,2,1
256834307,1,0,0,2,1
274687179,1,1,0,0,0
230487451,3,0,0,2,1
170068347,1,1,0,4,1
273476724,3,0,0,0,1
242234098,3,1,0,0,1
271203810,3,0,0,2,0
274831384,1,0,0,3,1
274091308,0,0,0,2,1
262355297,1,0,0,3,0
273815149,0,0,0,3,1
274259730,0,1,0,2,1
272275267,0,1,0,2,0
273151859,1,0,0,2,1
274846125,3,0,0,0,0
270525077,1,1,0,0,1
262081183,1,0,0,3,1
274460195,1,0,0,0,1
274974124,1,1,0,0,1
274055451,1,1,0,0,2
274393865,1,1,0,2,2
269265022,1,0,0,2,1
273593681,3,1,0,0,1
263724076,0,0,0,2,0
274689762,1,1,0,3,1
251618576,3,0,0,2,0
186299640,1,0,0,0,1
240575765,1,0,0,2,1
238230007,1,0,0,2,1
273672956,0,0,0,0,0
274667443,1,1,0,2,1
256518254,1,0,0,3,1
265357607,0,0,0,0,1
245971204,1,0,0,3,1
274344079,0,1,0,2,0
274267929,1,0,0,2,0
273318241,1,1,0,2,1
270883351,0,1,0,6,1
273780889,0,0,0,3,1
272536453,1,0,0,3,0
268878838,0,1,0,2,1
270572812,1,1,0,4,1
269471423,0,0,0,2,2
274741628,0,1,0,0,0
274812555,1,0,0,2,1
274939275,3,0,0,3,1
274891201,1,0,0,3,1
274792043,1,0,0,2,1
274557406,0,0,0,2,0
274537001,0,0,0,3,0
274866930,0,1,0,2,1
274917171,1,0,0,2,1
274040469,1,1,0,1,2
274159090,3,0,0,1,3
271705861,1,0,0,1,3
212024381,1,0,0,3,2
268876926,3,0,0,1,2
272945877,0,0,0,1,0
273737770,3,0,0,0,2
273632382,3,0,0,0,1
266473705,1,0,1,3,2
274665301,3,0,0,1,3
274239480,3,0,0,0,2
267738673,0,0,0,2,2
274547960,0,0,0,0,2
274968027,1,0,0,2,1
273781555,1,0,1,0,1
270949943,1,0,0,1,1
274160822,1,0,0,1,2
273997856,1,0,1,0,4
274968426,0,0,0,2,1
274617829,1,0,0,0,0
273460010,2,0,0,1,1
274042642,1,0,0,2,1
273668901,3,0,0,2,1
273387110,3,0,0,0,3
271712915,3,0,0,2,2
274941472,0,0,1,1,1
274389673,1,0,0,1,4
272948850,0,0,0,1,3
274265622,0,0,1,0,1
274736912,0,0,0,1,1
270596945,0,0,0,1,1
273451067,0,0,1,0,1
272817173,3,0,0,0,1
274025893,1,0,0,0,0
273998987,3,0,0,1,2
273605459,3,0,1,1,3
273005010,0,0,0,1,2
274403923,0,0,0,0,2
274930449,1,0,0,0,1
274620805,3,0,0,2,3
270548491,3,0,0,0,3
269907925,0,0,0,1,2
273910962,3,0,1,0,2
272284525,1,0,0,0,3
258854289,3,0,1,1,3
274337663,0,0,0,3,1
274310820,3,0,0,1,1
274826437,3,0,0,1,1
274862056,1,0,0,1,1
273803362,0,0,0,2,1
273231691,1,0,0,2,2
274997687,3,0,0,1,2
274501552,0,0,0,0,2
274843140,3,0,0,1,2
273689433,0,0,0,1,2
274835253,0,0,0,2,2
155990459,3,0,0,2,3
272896002,0,0,0,0,0
274176645,0,0,0,0,0
268110903,3,0,0,1,2
272250852,1,0,0,1,2
268940428,1,0,0,1,2
274939068,3,0,0,1,1
255388888,1,0,0,2,2
271824007,3,0,0,2,3
274181774,1,0,0,1,2
273148119,3,0,0,1,3
273344928,3,0,0,1,0
269763841,3,0,0,1,3
274619017,3,0,0,1,3
273525569,3,0,0,2,3
274020738,3,0,0,1,2
268266823,1,0,0,1,3
273785167,3,0,0,1,3
269679389,0,1,0,3,0
271740344,3,0,0,1,3
229440304,1,0,0,1,3
271195235,0,0,0,1,6
194057094,0,0,0,1,1
274437045,1,0,0,0,1
237809420,0,0,0,2,1
235805453,3,0,0,2,2
271793380,1,0,0,2,0
212768104,1,0,0,1,1
274857105,1,0,0,2,1
273770406,0,0,0,1,0
272094765,0,0,0,0,0
274634999,0,0,0,1,2
274357475,3,0,0,1,1
274043819,0,0,0,2,1
273378576,0,0,0,2,1
274114632,1,0,0,1,1
274067060,1,0,0,1,1
274113086,1,0,0,1,1
274403628,0,0,0,2,1
274962198,3,0,0,2,1
239198302,3,0,0,0,2
274805813,3,0,0,3,2
269993892,1,0,0,3,2
215194648,3,0,0,2,2
225860654,1,0,0,0,1
274568774,1,0,0,1,2
271175941,1,0,0,1,1
274356905,1,0,0,0,1
268192176,1,0,1,1,2
274217256,3,0,1,1,1
274847835,1,0,0,2,1
274537716,1,0,1,0,1
274340524,0,0,0,1,1
271972500,3,0,0,3,0
237156911,3,0,0,1,1
274019839,3,0,0,0,2
268431022,1,0,0,0,1
274713768,3,0,0,0,2
269675669,3,0,0,2,2
273905760,1,0,0,0,2
267064065,1,0,0,0,3
274859209,3,0,0,2,2
270580932,0,0,0,0,2
271453510,0,0,0,0,3
274553672,3,0,0,1,2
274916044,1,0,0,1,0
230040643,3,0,0,2,1
273963314,3,0,1,1,1
274016615,2,0,0,1,1
269936434,1,0,0,2,1
274549022,1,0,0,1,1
268907598,1,0,0,1,1
273350191,1,0,0,1,1
274995605,1,0,0,1,1
274339073,3,0,1,2,1
274550310,1,0,1,1,1
272839407,1,0,0,0,1
243736175,1,0,0,1,1
274377532,3,0,0,0,1
272685227,1,0,1,0,1
269864145,3,0,0,1,2
270980996,3,0,0,1,1
272753865,1,0,0,0,1
271723569,1,0,0,1,2
273821511,3,0,1,1,1
274529945,1,0,1,2,2
273670495,1,0,1,0,2
267627913,1,0,0,0,2
266838052,3,0,0,0,1
273571446,1,0,1,2,2
274092140,1,0,1,0,2
274082061,1,0,0,0,2
275005419,3,0,0,1,1
273909459,0,0,0,1,2
254126155,3,0,0,0,2
255696192,1,0,0,3,2
273640342,3,0,0,0,3
274984130,3,0,0,1,3
274930457,3,0,0,1,3
273633851,3,0,0,0,3
271702039,3,0,1,1,3
274299550,0,0,0,0,2
273002184,3,0,0,0,3
267966065,1,0,0,0,2
274541988,3,0,0,0,3
273636937,3,0,0,0,3
251764517,3,0,0,0,3
274197815,3,0,1,0,1
274824579,3,0,0,2,1
272378791,1,0,0,1,1
274555195,0,0,0,2,1
274320654,0,0,0,1,1
192844642,0,0,0,0,1
273237958,0,0,0,6,0
274890783,1,0,0,1,1
274750758,3,0,0,1,1
259102612,0,0,0,2,1
274058162,1,0,0,2,1
274756026,1,0,0,2,1
274489357,3,0,0,2,1
227618948,1,0,0,1,1
214374153,3,0,0,2,1
274645866,3,0,1,1,1
274343831,3,0,0,1,0
269173511,1,0,0,2,1
272174748,1,0,0,1,1
273521592,3,0,0,2,1
274921148,3,0,1,1,1
273713274,0,0,1,1,1
274489531,1,0,0,2,0
263567881,0,0,0,2,1
274703859,1,0,0,2,1
273199110,1,0,1,1,1
243207995,0,0,0,0,1
273120524,0,0,0,2,1
271933107,3,0,0,2,1
265623901,3,0,0,1,1
258256906,3,0,0,2,1
274290580,3,0,0,2,1
259225272,1,0,0,0,1
224543985,0,0,0,2,1
273449383,3,0,0,1,0
274223044,3,0,1,0,1
272628674,1,0,0,2,1
271360992,1,0,0,1,2
274496844,1,1,0,3,1
259536063,3,1,0,2,1
274828382,0,1,0,0,1
274359638,0,1,0,2,1
274626321,0,0,0,2,1
274880593,0,0,1,1,1
274459613,1,0,0,1,1
268766630,0,0,0,2,1
274940183,0,0,0,2,1
274855603,1,0,0,2,1
230354160,0,0,0,1,1
235400269,3,0,0,4,1
271994562,3,0,0,2,1
273793299,3,1,0,3,1
270953734,0,1,0,2,1
236797525,1,0,0,2,1
274974561,1,0,0,2,1
274665527,1,0,0,1,1
274665514,1,0,0,2,1
228390860,1,0,0,1,1
274997813,1,0,0,2,1
274359516,0,1,0,2,1
274972540,3,0,0,2,0
274216380,1,0,0,1,1
274892722,1,0,0,2,1
274482549,1,0,0,3,1
274434084,3,0,0,2,1
274774551,1,0,0,2,1
274653913,1,0,0,1,1
274955317,1,0,0,0,1
274711423,1,1,0,3,1
274193008,3,0,0,1,0
272500201,1,1,0,1,1
272273200,1,0,1,2,2
271841552,0,0,0,1,1
190657984,0,0,0,2,1
272777849,1,0,1,0,1
274424175,0,0,0,3,1
274935321,0,0,0,0,1
274899337,1,0,1,1,1
274506007,3,0,0,0,1
274979771,0,0,0,1,1
274929511,3,0,0,1,1
273399927,0,0,0,2,1
274056385,1,0,0,2,1
273438703,1,0,0,2,1
273914186,1,0,0,0,1
274656258,0,0,0,0,1
273626405,3,0,0,1,1
273690672,1,0,1,2,1
274700180,1,0,0,2,1
274090481,1,0,0,2,1
273743581,1,0,0,0,1
274449384,1,0,0,2,1
274349750,1,0,0,2,1
274754956,0,0,0,0,0
274882992,1,0,1,2,1
274749898,0,0,0,0,1
272689533,1,0,0,2,1
273912636,1,0,0,1,1
274891230,3,0,0,2,1
274841573,1,0,0,1,1
272282407,0,0,0,0,0
274342776,1,0,1,2,1
246086445,0,0,0,2,1
271905406,1,0,0,1,1
274186217,0,0,1,2,1
273854109,0,0,0,1,1
274563082,1,0,0,2,1
254734630,3,0,0,2,1
272338965,1,0,1,1,1
268231053,1,1,0,2,1
274921154,1,0,1,2,1
273429585,3,1,0,1,1
273734929,3,0,0,1,1
274080633,1,0,1,2,1
156310799,0,0,0,1,1
274805841,1,0,0,1,1
274519789,1,0,1,2,1
274900735,1,0,0,2,1
274757204,3,1,0,1,1
274100202,0,1,0,2,1
273779767,0,0,1,2,1
273755541,3,0,1,0,1
274970581,1,0,0,0,1
274312953,1,0,0,1,1
274720204,1,0,0,2,1
273217306,1,0,0,0,1
274362347,1,0,0,2,1
240846633,1,0,0,4,1
274825557,1,0,0,2,1
273114465,1,1,0,2,1
244086236,3,0,0,3,1
269293166,0,1,0,2,0
274716748,3,0,1,2,1
269883920,3,0,1,2,1
274976307,1,0,1,2,1
274101718,0,1,0,2,1
274504525,1,1,0,1,1
274794031,1,0,1,2,2
273777834,1,0,0,1,1
274837943,1,0,0,2,1
271520102,1,0,1,0,2
269979846,1,0,0,2,2
271701551,3,0,0,0,1
274841844,0,0,0,2,0
274334200,0,0,0,2,1
272536115,0,0,0,0,0
274236172,1,0,0,0,1
274807354,3,0,0,3,1
274823403,1,0,0,2,1
274611906,1,0,0,2,1
206432312,1,0,0,1,0
274808649,0,0,0,1,1
271058609,0,0,0,3,1
274660980,3,0,0,2,1
255308082,3,0,0,1,1
273236957,3,0,0,0,1
253471228,3,0,0,0,1
273379718,0,0,0,1,1
274145015,1,0,0,2,1
240491648,1,0,0,1,1
274892824,0,0,0,2,1
271327416,3,0,0,2,0
274893828,1,0,0,2,2
274840087,1,0,0,2,1
189013762,1,0,0,0,1
274871346,1,0,0,2,0
270399044,3,0,0,2,1
274824203,0,0,0,1,1
274238770,1,0,0,4,1
274820050,3,0,0,2,1
274762717,1,0,0,1,1
238609045,0,0,0,2,1
245442147,1,0,0,3,1
274900146,0,0,0,0,0
274877624,1,0,0,2,1
274915752,0,0,0,2,1
273723329,1,0,0,3,1
270271044,0,0,0,2,0
274478715,0,0,0,0,0
274559889,3,0,0,2,1
273478469,0,0,0,2,1
274111253,1,0,0,2,1
205905112,1,1,0,4,1
265479694,1,0,0,2,1
168315026,1,0,0,4,1
274903488,1,1,1,2,1
273979260,1,1,0,0,1
274412530,0,0,0,4,0
238547332,0,1,0,3,0
273055238,1,1,0,3,0
274577031,1,0,0,4,1
274866620,3,0,0,0,1
272627418,1,1,0,2,1
273904419,1,0,0,2,1
274874883,0,1,0,2,1
271223261,0,0,0,3,1
274296179,1,0,0,2,1
270102208,3,0,0,3,2
266271208,1,0,0,2,2
274662423,1,0,0,2,1
274880511,0,0,0,2,1
274779213,0,1,0,0,0
263108783,1,0,0,2,1
274868306,0,0,0,2,0
267336499,0,0,0,2,1
269685442,1,0,0,2,1
274735353,1,0,0,1,1
274307711,1,0,0,2,1
274763091,3,0,0,2,1
261227514,0,0,0,0,0
207942010,3,0,0,2,1
271935277,0,0,0,3,1
273641609,0,0,0,1,0
274225778,3,1,0,3,0
274900161,0,1,0,2,1
271294529,3,0,0,0,1
274790358,1,0,0,2,1
273822288,0,0,0,4,0
274538528,0,0,0,3,1
274682622,3,0,0,2,1
273499901,1,0,0,2,1
274879921,1,0,0,1,1
274378802,1,0,0,3,1
213716341,1,1,0,2,0
271303789,1,0,0,0,0
274902321,3,0,0,3,1
274736174,3,0,0,0,1
274137270,3,0,0,0,1
274765201,0,0,0,5,1
274465759,1,0,0,2,0
272342209,0,0,0,3,1
256049566,0,0,0,2,1
275004833,3,0,0,1,0
274902766,1,0,0,2,1
274939418,1,1,0,2,0
274502607,1,0,1,2,1
274662896,1,0,0,4,0
272459007,1,0,0,1,2
274070213,1,0,0,1,1
274701020,3,1,0,3,1
273739128,0,0,0,0,1
274970726,3,0,0,3,1
274654881,0,0,0,4,1
274947757,3,0,0,2,1
274756932,3,0,0,1,1
274862024,1,1,0,4,1
274908330,1,0,0,2,1
274982000,3,0,0,1,1
274920583,3,0,0,2,1
244242439,1,0,0,2,1
274984347,3,0,0,0,1
274783492,3,0,0,2,1
274896242,3,0,0,2,1
274529904,3,0,0,1,0
274913314,3,0,0,1,1
274914800,3,0,0,1,1
274913723,3,0,0,2,1
269228419,1,1,0,4,1
274976287,3,0,0,2,1
274211693,3,0,0,1,0
274999892,1,1,0,4,2
274947262,1,0,0,0,1
274836009,1,1,1,3,1
273901630,3,1,0,3,1
274841726,3,0,1,4,1
274494814,1,1,1,8,1
269228779,3,1,0,4,1
272939731,1,1,0,1,2
267681831,3,0,0,1,3
274695903,3,0,0,2,1
274653719,3,0,0,0,1
274656000,3,0,0,2,1
274735370,3,0,0,2,1
274915231,3,0,0,1,1
274912087,3,0,0,1,1
274824984,3,0,0,2,1
274477603,3,1,0,0,1
274777422,3,0,0,2,1
274482586,0,1,0,0,1
274613183,3,1,0,4,1
274654338,3,0,0,1,1
275004063,0,0,0,1,1
271766986,3,1,0,1,2
274260490,0,0,1,2,2
273554844,0,0,0,1,1
274797842,3,0,0,2,1
273858243,1,0,1,0,1
274800852,3,0,0,2,1
241240283,1,1,0,4,1
274251220,0,1,0,0,1
274744915,0,1,0,2,1
273407340,1,0,0,0,1
274193531,3,0,0,0,1
271928631,1,0,1,0,1
274656437,3,1,0,2,1
274797672,3,0,0,2,1
274254166,1,0,0,1,1
271806965,1,0,1,1,1
274101944,3,0,1,2,2
274672381,1,1,0,0,0
273249136,3,1,0,0,2
272132444,0,1,0,4,0
274991437,3,0,0,4,1
270841677,1,0,0,1,1
274904007,3,0,0,1,0
274931757,1,0,0,2,1
274861999,3,0,0,2,1
274613719,3,0,0,0,1
274871911,3,0,0,0,1
274930681,3,0,0,2,1
274839938,1,0,0,2,1
273219306,3,0,0,0,1
272887071,3,1,0,2,1
274840002,0,0,0,3,1
274926693,1,0,0,2,1
274723870,3,0,0,2,1
267667607,1,0,0,2,1
274243989,3,1,0,0,2
272552435,3,0,0,2,1
274263315,3,0,0,2,1
274908320,1,1,0,2,1
274915081,1,0,0,1,1
274835743,1,1,0,3,2
273362199,3,0,0,1,1
274815837,1,0,0,1,1
274926523,1,0,0,2,1
274878012,3,1,0,2,1
263629586,0,0,0,2,1
274807335,3,1,0,0,1
274941609,0,1,0,3,1
274767939,3,0,0,2,1
274815848,3,1,0,3,2
274737991,1,1,0,2,2
274773556,0,0,0,2,1
272812387,0,1,0,4,1
274478205,1,0,0,2,1
274934515,3,0,0,2,1
274999488,0,1,0,0,1
274310404,0,0,0,0,1
274767925,1,0,0,1,1
273692453,0,0,0,1,1
274455786,3,1,0,0,1
274875875,1,1,0,3,0
264433431,0,0,0,1,2
273954716,3,0,0,1,1
272861730,1,0,0,1,2
198308636,0,0,0,2,3
274862052,3,1,0,3,2
272647511,3,1,0,2,2
274508749,0,0,0,3,0
273374047,1,0,0,0,1
273170845,0,0,1,2,1
273622779,1,1,1,0,2
274804937,1,1,1,4,1
274921358,1,0,0,1,1
274225256,1,1,0,2,1
274503805,3,0,0,2,1
274140790,1,1,0,2,1
274790741,1,0,0,2,1
274466101,1,0,0,0,2
274448690,1,1,0,3,2
274127252,3,0,0,1,1
261588580,1,0,0,1,1
272872508,1,0,0,2,1
274082037,1,0,0,2,1
179133898,3,0,0,1,1
274758363,3,0,0,0,1
274747600,0,1,0,0,1
274916191,0,0,0,1,1
271868770,0,1,0,4,1
273593109,1,1,1,0,1
268175205,1,0,0,0,1
274805118,3,0,0,1,1
274741265,3,0,0,2,1
274871857,3,0,1,2,1
268069890,3,0,1,0,1
274539411,3,1,0,4,1
273031350,1,0,1,2,2
274597317,1,0,1,1,1
273794711,1,0,0,3,1
260944548,0,0,0,0,1
274180335,1,0,0,0,1
271938050,3,0,1,1,1
274661422,3,0,0,1,1
275001891,0,0,0,2,1
273784412,3,0,0,2,1
273818592,3,0,0,3,1
274975912,1,0,0,1,1
274825706,0,0,0,3,1
274914190,0,0,0,0,1
257881176,0,0,0,0,0
274902643,1,0,0,2,0
274842290,3,0,0,2,1
274684750,1,0,0,1,1
271478613,1,0,0,2,1
262303465,1,0,0,1,1
274966075,1,0,0,2,1
274800559,1,0,0,2,0
274639440,0,0,0,1,1
274905066,1,0,0,1,1
274506859,3,0,0,1,1
197970501,1,0,0,1,1
254005019,1,0,0,2,1
198532917,1,0,0,1,1
215380312,1,0,0,0,1
216615729,1,0,0,0,1
274946454,1,0,0,1,1
274722525,1,0,0,2,0
262457308,1,0,0,1,1
261684684,0,0,0,1,1
274503854,1,0,0,2,1
274873781,0,0,0,4,1
165271954,1,0,0,2,1
257281094,1,0,0,2,1
274700371,1,0,0,1,1
235999763,3,1,0,0,1
273991452,3,0,0,2,1
274823839,1,0,0,2,1
253404238,1,0,0,1,1
268966172,3,0,0,1,2
274774625,1,0,0,2,1
274472905,0,0,0,1,1
167978411,3,0,0,0,1
274715759,1,0,0,1,1
274493104,1,0,0,2,1
269030492,3,0,0,2,1
273526197,1,0,0,4,1
273693292,1,0,0,2,1
267087066,3,0,0,1,2
274776756,0,0,0,0,0
267087919,0,0,0,1,2
274403961,0,1,0,0,1
273755703,1,0,0,0,0
274981253,0,0,0,0,1
274716734,3,0,0,3,1
273755630,0,1,0,0,1
274767912,0,1,0,2,1
274862404,3,1,0,2,1
273816169,3,1,0,1,0
274634099,0,0,0,1,1
260056056,1,0,0,1,1
271647639,1,1,0,0,1
274837839,0,0,0,2,1
272931495,1,0,0,0,1
274430678,1,1,0,2,1
250186502,0,1,0,4,1
275004308,3,1,0,3,0
269262051,0,0,0,5,1
274217446,0,1,0,3,1
272033766,0,1,0,0,1
274884093,1,0,0,2,2
274920253,1,1,0,3,2
273906783,3,0,1,1,4
267069255,0,1,0,2,1
271825920,1,0,0,2,1
272211027,0,0,0,0,1
274453202,3,1,0,1,1
274920376,3,1,0,1,1
210696866,1,0,0,1,1
273908024,1,0,0,1,1
268643462,0,1,0,1,1
274051447,3,0,0,0,0
273068428,0,0,0,2,1
273756028,1,0,0,0,1
274301401,1,1,0,2,1
266967411,3,0,0,1,1
272854963,0,1,0,1,2
273756083,1,0,0,0,0
271896626,1,1,0,1,3
273755727,0,0,0,0,1
267216498,3,0,0,0,2
267219158,1,0,0,1,0
274469573,1,1,0,0,1
271760786,3,1,0,2,1
273386898,3,1,0,2,1
274781695,3,1,0,2,1
274980571,3,1,0,2,1
273369073,0,0,0,2,1
274477305,3,0,0,2,1
274559265,0,0,0,1,1
274997215,3,0,0,1,1
270672619,0,0,0,0,0
274446813,1,0,0,1,1
274322583,0,0,0,0,1
274827681,0,1,0,2,1
274943487,0,0,0,0,1
274843732,1,1,0,3,1
274945762,0,1,0,0,0
272827423,0,0,0,0,1
274490516,0,0,0,1,1
272868166,3,0,0,1,1
273733620,0,1,0,2,2
274838488,1,0,0,0,1
269175117,0,0,0,0,0
245381999,0,1,0,2,1
275005540,0,1,0,2,1
270261729,0,0,0,1,2
274146277,0,1,0,0,1
273689125,3,1,0,4,1
273101810,0,1,0,3,1
269582895,3,1,0,3,1
269842464,0,1,0,0,1
256546165,0,1,0,0,1
269253451,3,1,0,0,0
268214928,0,1,0,2,1
274291692,0,1,0,2,1
271614016,1,1,0,2,1
274019052,1,1,0,2,1
273304657,0,1,0,1,1
274871386,1,1,0,2,1
274612942,1,0,0,0,1
274701877,1,1,0,2,1
264301740,3,0,0,3,1
274939467,1,1,0,2,1
273571921,3,1,0,1,1
273821234,0,0,0,1,0
274353656,2,0,0,1,1
274437423,0,0,0,1,1
270604196,0,0,0,2,1
274905715,0,1,0,2,1
272759545,0,1,0,0,0
274574296,0,0,0,1,1
273400006,3,1,0,0,1
272812030,3,1,0,0,1
273690659,0,1,1,2,1
274924307,1,0,0,0,1
272962188,0,1,0,0,1
273717001,1,1,0,3,1
274969144,0,0,0,0,1
274875809,1,0,0,0,1
274761258,0,1,0,1,1
270308083,3,0,0,0,1
272463833,1,0,0,1,1
274883138,1,0,0,1,1
161611392,1,0,0,1,1
274851550,1,0,0,1,2
274027624,1,1,0,2,1
274744310,1,1,0,2,1
273850217,0,0,0,1,1
228154040,0,0,0,0,1
